name,price,mileage,transmission,range_km,fuel,city,road_accident,link
Новий Hyundai Tucson 2026,27 385 $,Без пробігу,Автомат,,"Бензин, 2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2031674.html
Новий Hyundai Tucson 2026,27 385 $,Без пробігу,Автомат,,"Бензин, 2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2058712.html
Новий Hyundai Inster EV 2025,29 545 $,Без пробігу,,355 км,"Електро, 49 кВт·год",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-inster-ev-2050868.html
Новий Hyundai Venue 2025,21 041 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-venue-2049677.html
Новий Hyundai Elantra 2025,21 901 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-elantra-2025410.html
Новий Hyundai Venue 2025,23 424 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-venue-1951117.html
Новий Nissan Qashqai 2026,35 615 $,Без пробігу,Варіатор,,"Гібрид (MHEV), 1.3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-qashqai-2055636.html
Новий Suzuki Vitara 2026,23 049 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-vitara-2073903.html
Новий Suzuki S-Cross 2026,27 909 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-s-cross-2071902.html
Новий Chery FX 2025,26 728 $,Без пробігу,,430 км,"Електро, 61.1 кВт·год",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-fx-ev-2048624.html
Новий Toyota Hilux 2026,46 057 $,Без пробігу,Автомат,,"Дизель, 2.4 л",Кривий Ріг,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-toyota-hilux-2073409.html
Новий Chery Tiggo 2 Pro 2025,14 467 $,Без пробігу,Варіатор,,"Бензин, 1.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-tiggo-2-pro-2070375.html
Новий Jetour T2 2025,32 992 $,Без пробігу,Роботизована,,"Бензин, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-jetour-t2-2027218.html
Новий MG S5 EV 2026,29 756 $,Без пробігу,,425 км,"Електро, 62 кВт·год",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-s5-ev-2074122.html
Новий Infiniti QX50 2024,50 704 $,Без пробігу,Варіатор,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-infiniti-qx50-2054001.html
Новий Infiniti QX50 2024,40 963 $,Без пробігу,Варіатор,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-infiniti-qx50-2053999.html
Новий Infiniti QX50 2024,45 709 $,Без пробігу,Варіатор,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-infiniti-qx50-2011727.html
Новий Nissan Juke 2026,26 607 $,Без пробігу,Автомат,,"Бензин, 1 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-juke-2071729.html
Новий Nissan X-Trail 2025,46 542 $,Без пробігу,Редуктор,,"Гібрид (HEV), 1.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-x-trail-2069976.html
Новий Nissan Qashqai 2026,38 611 $,Без пробігу,Варіатор,,"Гібрид (MHEV), 1.3 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-qashqai-2066885.html
Новий Audi RS Q8 2026,195 000 $,Без пробігу,Автомат,,"Гібрид (MHEV), 4 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-rs-q8-2071016.html
Новий Audi Q8 2026,102 600 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2070415.html
Новий Audi Q8 2026,99 999 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2067007.html
Новий Audi Q8 2026,103 100 $,Без пробігу,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-audi-q8-2053054.html
Новий Toyota Yaris Cross 2026,28 996 $,Без пробігу,Варіатор,,"Гібрид (HEV), 1.5 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-toyota-yaris-cross-2074118.html
Новий Hyundai Tucson 2026,32 969 $,Без пробігу,Роботизована,,"Дизель, 1.6 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2074117.html
Новий Ford Transit 2025,49 398 $,Без пробігу,Механічна,,"Дизель, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-transit-2064368.html
Новий Skoda Kodiaq 2026,43 870 $,Без пробігу,Роботизована,,"Бензин, 2 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2067428.html
Новий MG ZS 2025,26 803 $,Без пробігу,Автомат,,"Гібрид (HEV), 1.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mg-zs-2065163.html
Новий Nissan X-Trail 2025,46 998 $,Без пробігу,Редуктор,,"Гібрид (HEV), 1.5 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-x-trail-2073746.html
Новий Ford Transit 2026,67 371 $,Без пробігу,Механічна,,"Дизель, 2 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-transit-2073099.html
Новий Nissan Qashqai 2026,32 563 $,Без пробігу,Варіатор,,"Гібрид (MHEV), 1.3 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-qashqai-2074109.html
Новий Ford Kuga 2026,28 189 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-kuga-2061641.html
Новий Ford Kuga 2025,34 741 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-kuga-2003650.html
Новий Ford Kuga 2025,31 502 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-kuga-2003649.html
Новий Kia XCeed 2025,25 189 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-xceed-2072830.html
Новий Kia Picanto 2025,22 737 $,Без пробігу,Автомат,,"Бензин, 1 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-picanto-2072837.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2073652.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2073651.html
Новий Zeekr 007 GT 2026,42 300 $,Без пробігу,,650 км,"Електро, 75 кВт·год",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-zeekr-007-gt-2073469.html
Новий Hyundai Venue 2025,21 137 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-venue-2022511.html
Новий Peugeot 408 2025,30 027 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-408-2052513.html
Новий Peugeot 2008 2026,27 048 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-2008-2070148.html
Новий Peugeot 2008 2025,28 756 $,Без пробігу,Автомат,,"Бензин, 1.2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-2008-2060166.html
Новий Peugeot 2008 2025,29 414 $,Без пробігу,Роботизована,,"Гібрид (HEV), 1.2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-2008-2054894.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2040499.html
Новий Skoda Kodiaq 2025,49 395 $,Без пробігу,Роботизована,,"Дизель, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2036659.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2032600.html
Новий Kia Sportage 2025,30 985 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Івано-Франківськ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2032600.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2071854.html
Honda Clarity 2017,19 999 $,72 тис. км,Автомат,,Гібрид,Полтава,Не був у ДТП,https://auto.ria.com/uk/auto_honda_clarity_39911832.html
Новий Kia Sportage 2026,30 094 $,Без пробігу,Роботизована,,"Бензин, 1.6 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2071853.html
Новий Skoda Kodiaq 2026,46 990 $,Без пробігу,Роботизована,,"Дизель, 2 л",Львів (Львів),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-kodiaq-2070768.html
Новий Suzuki S-Cross 2026,27 753 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-s-cross-2070101.html
Новий Ford Puma 2026,26 499 $,Без пробігу,Автомат,,"Гібрид (MHEV), 1 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-puma-2062262.html
Новий Chery Tiggo 4 2025,23 161 $,Без пробігу,Варіатор,,"Гібрид (HEV), 1.5 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-chery-tiggo-4-2061340.html
Новий Suzuki Vitara 2025,25 635 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-vitara-2072430.html
Новий Ford Transit Courier 2025,32 275 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Миколаїв (Миколаїв),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-transit-courier-2072383.html
Новий Suzuki S-Cross 2026,23 272 $,Без пробігу,Механічна,,"Бензин, 1.4 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-s-cross-2065627.html
Новий Kia Sportage 2024,32 705 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-kia-sportage-2046485.html
Новий Ford Kuga 2025,31 229 $,Без пробігу,Автомат,,"Бензин, 1.5 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-ford-kuga-2031027.html
Новий Mitsubishi L 200 2026,49 019 $,Без пробігу,Автомат,,"Дизель, 2.4 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-mitsubishi-l-200-2067447.html
Новий Cupra Formentor 2026,62 795 $,Без пробігу,Роботизована,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-cupra-formentor-2072043.html
Новий Suzuki S-Cross 2026,24 387 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-s-cross-2070762.html
Новий Nissan X-Trail 2025,34 845 $,Без пробігу,Варіатор,,"Гібрид (MHEV), 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-nissan-x-trail-2073891.html
Новий Suzuki S-Cross 2026,27 909 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-suzuki-s-cross-2073873.html
Новий Peugeot 408 2025,34 597 $,Без пробігу,Автомат,,"Бензин, 1.6 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-408-2058229.html
Новий Skoda Karoq 2026,29 545 $,Без пробігу,Автомат,,"Бензин, 1.4 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-karoq-2074089.html
Новий Peugeot Rifter 2025,24 687 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-peugeot-rifter-2074081.html
Новий Hyundai Tucson 2026,27 385 $,Без пробігу,Автомат,,"Бензин, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2072791.html
Новий Hyundai Tucson 2026,28 480 $,Без пробігу,Автомат,,"Бензин, 2 л",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2072751.html
Новий Hyundai Tucson 2026,28 480 $,Без пробігу,Автомат,,"Бензин, 2 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2072040.html
Новий Skoda Octavia 2026,33 729 $,Без пробігу,Роботизована,,"Дизель, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-skoda-octavia-2071736.html
Новий Hyundai Tucson 2026,26 482 $,Без пробігу,Механічна,,"Бензин, 2 л",Чернігів,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2067965.html
Новий Hyundai Tucson 2026,27 385 $,Без пробігу,Автомат,,"Бензин, 2 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-2059826.html
Новий Opel Combo 2025,25 168 $,Без пробігу,Механічна,,"Дизель, 1.5 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-combo-2071574.html
Новий Opel Frontera 2025,24 908 $,Без пробігу,Роботизована,,"Гібрид (MHEV), 1.2 л",Житомир,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-opel-frontera-2071630.html
